index,target,source,flow
5041,30-99999,42-430,91
5042,30-99999,42-99999,109
5043,30-99999,45-16700,24
5044,30-99999,45-273,33
5045,30-99999,45-99999,36
5046,30-99999,46-99999,199
5047,30-99999,47-314,19
5048,30-99999,47-368,37
5049,30-99999,47-400,31
5050,30-99999,47-99999,54
5051,30-99999,48-12420,28
5052,30-99999,48-13140,11
5053,30-99999,48-204,23
5054,30-99999,48-206,134
5055,30-99999,48-238,11
5056,30-99999,48-288,186
5057,30-99999,48-29700,4
5058,30-99999,48-41700,28
5059,30-99999,48-99999,171
5060,30-99999,49-482,600
5061,30-99999,49-99999,88
5062,30-99999,50-99999,10
5063,30-99999,51-40060,28
5064,30-99999,51-545,27
5065,30-99999,51-99999,39
5066,30-99999,53-500,413
5067,30-99999,53-99999,275
5068,30-99999,54-99999,26
5069,30-99999,55-376,75
5070,30-99999,55-99999,257
5071,30-99999,56-99999,138
5072,31-420,09-408,234
5073,31-420,10-428,74
5074,31-420,11-47900,8
5075,31-420,21-178,56
5076,31-420,25-148,36
5077,31-420,32-332,10
5078,31-420,32-99999,16
5079,31-420,33-99999,1
5080,31-420,35-99999,19
5081,31-420,36-104,12
5082,31-420,36-160,40
5083,31-420,36-464,37
5084,31-420,36-99999,52
5085,31-420,37-172,45
5086,31-420,37-268,22
5087,31-420,37-450,40
5088,31-420,37-99999,57
5089,31-420,38-99999,95
5090,31-420,39-184,71
5091,31-420,39-198,84
5092,31-420,39-212,30
5093,31-420,39-99999,72
5094,31-420,40-416,43
5095,31-420,40-538,50
5096,31-420,40-99999,50
5097,31-420,41-440,68
5098,31-420,41-99999,14
5099,31-420,42-430,26
5100,31-420,42-99999,104
5101,31-420,45-16700,11
5102,31-420,45-273,30
5103,31-420,45-99999,41
5104,31-420,46-99999,33
5105,31-420,47-314,8
5106,31-420,47-368,40
5107,31-420,47-400,38
5108,31-420,47-99999,46
5109,31-420,48-12420,19
5110,31-420,48-13140,2
5111,31-420,48-204,9
5112,31-420,48-206,159
5113,31-420,48-238,19
5114,31-420,48-288,94
5115,31-420,48-29700,13
5116,31-420,48-41700,32
5117,31-420,48-99999,191
5118,31-420,49-482,53
5119,31-420,49-99999,8
5120,31-420,50-99999,21
5121,31-420,51-40060,21
5122,31-420,51-545,36
5123,31-420,51-99999,33
5124,31-420,53-500,63
5125,31-420,53-99999,38
5126,31-420,54-99999,17
5127,31-420,55-376,95
5128,31-420,55-99999,200
5129,31-420,56-99999,31
5130,31-99999,09-408,150
5131,31-99999,10-428,115
5132,31-99999,11-47900,14
5133,31-99999,21-178,41
5134,31-99999,25-148,31
5135,31-99999,32-332,11
5136,31-99999,32-99999,42
5137,31-99999,33-99999,16
5138,31-99999,35-99999,51
5139,31-99999,36-104,29
5140,31-99999,36-160,49
5141,31-99999,36-464,21
5142,31-99999,36-99999,58
5143,31-99999,37-172,35
5144,31-99999,37-268,76
5145,31-99999,37-450,104
5146,31-99999,37-99999,64
5147,31-99999,38-99999,261
5148,31-99999,39-184,106
5149,31-99999,39-198,83
5150,31-99999,39-212,31
5151,31-99999,39-99999,89
5152,31-99999,40-416,89
5153,31-99999,40-538,114
5154,31-99999,40-99999,110
5155,31-99999,41-440,42
5156,31-99999,41-99999,32
5157,31-99999,42-430,74
5158,31-99999,42-99999,172
5159,31-99999,45-16700,11
5160,31-99999,45-273,34
5161,31-99999,45-99999,62
5162,31-99999,46-99999,73
5163,31-99999,47-314,18
5164,31-99999,47-368,14
5165,31-99999,47-400,83
5166,31-99999,47-99999,66
5167,31-99999,48-12420,39
5168,31-99999,48-13140,9
5169,31-99999,48-204,12
5170,31-99999,48-206,298
5171,31-99999,48-238,36
5172,31-99999,48-288,165
5173,31-99999,48-29700,28
5174,31-99999,48-41700,47
5175,31-99999,48-99999,274
5176,31-99999,49-482,111
5177,31-99999,49-99999,18
5178,31-99999,50-99999,14
5179,31-99999,51-40060,14
5180,31-99999,51-545,29
5181,31-99999,51-99999,51
5182,31-99999,53-500,68
5183,31-99999,53-99999,63
5184,31-99999,54-99999,26
5185,31-99999,55-376,214
5186,31-99999,55-99999,322
5187,31-99999,56-99999,81
5188,32-332,09-408,133
5189,32-332,10-428,84
5190,32-332,11-47900,16
5191,32-332,21-178,15
5192,32-332,25-148,13
5193,32-332,33-99999,5
5194,32-332,35-99999,57
5195,32-332,36-104,5
5196,32-332,36-160,16
5197,32-332,36-464,11
5198,32-332,36-99999,22
5199,32-332,37-172,30
5200,32-332,37-268,41
5201,32-332,37-450,20
5202,32-332,37-99999,20
5203,32-332,38-99999,10
5204,32-332,39-184,32
5205,32-332,39-198,21
5206,32-332,39-212,12
5207,32-332,39-99999,63
5208,32-332,40-416,30
5209,32-332,40-538,18
5210,32-332,40-99999,25
5211,32-332,41-440,178
5212,32-332,41-99999,51
5213,32-332,42-430,17
5214,32-332,42-99999,67
5215,32-332,45-16700,8
5216,32-332,45-273,41
5217,32-332,45-99999,70
5218,32-332,46-99999,13
5219,32-332,47-314,10
5220,32-332,47-368,18
5221,32-332,47-400,23
5222,32-332,47-99999,25
5223,32-332,48-12420,30
5224,32-332,48-13140,7
5225,32-332,48-204,7
5226,32-332,48-206,118
5227,32-332,48-238,16
5228,32-332,48-288,58
5229,32-332,48-29700,1
5230,32-332,48-41700,67
5231,32-332,48-99999,49
5232,32-332,49-482,330
5233,32-332,49-99999,29
5234,32-332,50-99999,30
5235,32-332,51-40060,19
5236,32-332,51-545,7
5237,32-332,51-99999,12
5238,32-332,53-500,121
5239,32-332,53-99999,88
5240,32-332,54-99999,7
5241,32-332,55-376,37
5242,32-332,55-99999,51
5243,32-332,56-99999,28
5244,32-99999,09-408,185
5245,32-99999,10-428,68
5246,32-99999,11-47900,15
5247,32-99999,21-178,21
5248,32-99999,25-148,21
5249,32-99999,33-99999,13
5250,32-99999,35-99999,71
5251,32-99999,36-104,8
5252,32-99999,36-160,42
5253,32-99999,36-464,34
5254,32-99999,36-99999,38
5255,32-99999,37-172,33
5256,32-99999,37-268,29
5257,32-99999,37-450,9
5258,32-99999,37-99999,37
5259,32-99999,38-99999,14
5260,32-99999,39-184,50
5261,32-99999,39-198,31
5262,32-99999,39-212,23
5263,32-99999,39-99999,41
5264,32-99999,40-416,18
5265,32-99999,40-538,18
5266,32-99999,40-99999,26
5267,32-99999,41-440,388
5268,32-99999,41-99999,161
5269,32-99999,42-430,21
5270,32-99999,42-99999,69
5271,32-99999,45-16700,32
5272,32-99999,45-273,32
5273,32-99999,45-99999,10
5274,32-99999,46-99999,24
5275,32-99999,47-314,10
5276,32-99999,47-368,21
5277,32-99999,47-400,29
5278,32-99999,47-99999,26
5279,32-99999,48-12420,14
5280,32-99999,48-13140,2
5281,32-99999,48-206,169
5282,32-99999,48-238,27
5283,32-99999,48-288,107
5284,32-99999,48-29700,21
5285,32-99999,48-41700,18
5286,32-99999,48-99999,66
5287,32-99999,49-482,304
5288,32-99999,49-99999,91
5289,32-99999,50-99999,6
5290,32-99999,51-40060,7
5291,32-99999,51-545,20
5292,32-99999,51-99999,33
5293,32-99999,53-500,431
5294,32-99999,53-99999,202
5295,32-99999,54-99999,24
5296,32-99999,55-376,35
5297,32-99999,55-99999,75
5298,32-99999,56-99999,69
5299,33-99999,09-408,44
5300,33-99999,10-428,46
5301,33-99999,11-47900,22
5302,33-99999,21-178,34
5303,33-99999,35-99999,6
5304,33-99999,36-160,21
5305,33-99999,36-464,56
5306,33-99999,36-99999,7
5307,33-99999,37-172,22
5308,33-99999,37-268,41
5309,33-99999,37-450,15
5310,33-99999,37-99999,36
5311,33-99999,38-99999,13
5312,33-99999,39-184,88
5313,33-99999,39-198,43
5314,33-99999,39-212,25
5315,33-99999,39-99999,20
5316,33-99999,40-416,2
5317,33-99999,40-538,4
5318,33-99999,40-99999,7
5319,33-99999,41-440,18
5320,33-99999,41-99999,10
5321,33-99999,42-430,31
5322,33-99999,42-99999,129
5323,33-99999,45-16700,4
5324,33-99999,45-273,36
5325,33-99999,45-99999,28
5326,33-99999,46-99999,8
5327,33-99999,47-314,8
5328,33-99999,47-368,12
5329,33-99999,47-400,21
5330,33-99999,47-99999,35
5331,33-99999,48-12420,6
5332,33-99999,48-13140,1
5333,33-99999,48-206,56
5334,33-99999,48-238,4
5335,33-99999,48-288,25
5336,33-99999,48-29700,2
5337,33-99999,48-41700,6
5338,33-99999,48-99999,21
5339,33-99999,49-482,18
5340,33-99999,49-99999,2
5341,33-99999,51-40060,18
5342,33-99999,51-545,28
5343,33-99999,51-99999,40
5344,33-99999,53-500,37
5345,33-99999,53-99999,15
5346,33-99999,54-99999,29
5347,33-99999,55-376,31
5348,33-99999,55-99999,95
5349,33-99999,56-99999,1
5350,35-99999,09-408,66
5351,35-99999,10-428,39
5352,35-99999,11-47900,8
5353,35-99999,21-178,35
5354,35-99999,25-148,35
5355,35-99999,36-104,7
5356,35-99999,36-160,43
5357,35-99999,36-464,7
5358,35-99999,36-99999,49
5359,35-99999,37-172,31
5360,35-99999,37-268,32
5361,35-99999,37-450,43
5362,35-99999,37-99999,59
5363,35-99999,38-99999,35
5364,35-99999,39-184,46
5365,35-99999,39-198,26
5366,35-99999,39-212,26
5367,35-99999,39-99999,45
5368,35-99999,40-416,108
5369,35-99999,40-538,58
5370,35-99999,40-99999,120
5371,35-99999,41-440,199
5372,35-99999,41-99999,32
5373,35-99999,42-430,14
5374,35-99999,42-99999,94
5375,35-99999,45-16700,10
5376,35-99999,45-273,15
5377,35-99999,45-99999,32
5378,35-99999,46-99999,14
5379,35-99999,47-314,11
5380,35-99999,47-368,118
5381,35-99999,47-400,33
5382,35-99999,47-99999,33
5383,35-99999,48-12420,50
5384,35-99999,48-13140,5
5385,35-99999,48-204,18
5386,35-99999,48-206,470
5387,35-99999,48-238,47
5388,35-99999,48-288,184
5389,35-99999,48-29700,41
5390,35-99999,48-41700,91
5391,35-99999,48-99999,564
5392,35-99999,49-482,196
5393,35-99999,49-99999,38
5394,35-99999,50-99999,26
5395,35-99999,51-40060,25
5396,35-99999,51-545,18
5397,35-99999,51-99999,37
5398,35-99999,53-500,41
5399,35-99999,53-99999,37
5400,35-99999,54-99999,10
5401,35-99999,55-376,62
5402,35-99999,55-99999,122
5403,35-99999,56-99999,55
5404,36-104,11-47900,34
5405,36-104,21-178,45
5406,36-104,37-172,43
5407,36-104,37-268,77
5408,36-104,37-450,41
5409,36-104,37-99999,109
5410,36-104,38-99999,48
5411,36-104,39-184,136
5412,36-104,39-198,53
5413,36-104,39-212,25
5414,36-104,39-99999,87
5415,36-104,40-416,11
5416,36-104,40-538,13
5417,36-104,40-99999,7
5418,36-104,41-440,56
5419,36-104,41-99999,17
5420,36-104,42-430,86
5421,36-104,42-99999,39
5422,36-104,45-16700,25
5423,36-104,45-273,101
5424,36-104,45-99999,61
5425,36-104,46-99999,16
5426,36-104,47-314,33
5427,36-104,47-368,42
5428,36-104,47-400,32
5429,36-104,47-99999,71
5430,36-104,48-12420,16
5431,36-104,48-13140,3
5432,36-104,48-204,5
5433,36-104,48-206,74
5434,36-104,48-238,24
5435,36-104,48-288,81
5436,36-104,48-29700,16
5437,36-104,48-41700,16
5438,36-104,48-99999,104
5439,36-104,49-482,31
5440,36-104,49-99999,1
5441,36-104,51-40060,58
5442,36-104,51-545,94
5443,36-104,51-99999,84
5444,36-104,53-500,47
5445,36-104,53-99999,19
5446,36-104,54-99999,72
5447,36-104,55-376,80
5448,36-104,55-99999,123
5449,36-104,56-99999,2
5450,36-160,09-408,414
5451,36-160,10-428,172
5452,36-160,11-47900,56
5453,36-160,21-178,291
5454,36-160,25-148,138
5455,36-160,37-172,183
5456,36-160,37-268,155
5457,36-160,37-450,100
5458,36-160,37-99999,209
5459,36-160,38-99999,34
5460,36-160,39-198,3
5461,36-160,39-212,214
5462,36-160,39-99999,56
5463,36-160,40-416,32
5464,36-160,40-538,80
5465,36-160,40-99999,48
5466,36-160,41-440,99
5467,36-160,41-99999,21
5468,36-160,42-99999,187
5469,36-160,45-16700,44
5470,36-160,45-273,128
5471,36-160,45-99999,149
5472,36-160,46-99999,40
5473,36-160,47-314,85
5474,36-160,47-368,56
5475,36-160,47-400,139
5476,36-160,47-99999,183
5477,36-160,48-12420,18
5478,36-160,48-13140,14
5479,36-160,48-204,12
5480,36-160,48-206,216
5481,36-160,48-238,48
5482,36-160,48-288,145
5483,36-160,48-29700,21
5484,36-160,48-41700,41
5485,36-160,48-99999,166
5486,36-160,49-482,71
5487,36-160,49-99999,3
5488,36-160,50-99999,58
5489,36-160,51-40060,97
5490,36-160,51-545,126
5491,36-160,51-99999,274
5492,36-160,53-500,81
5493,36-160,53-99999,50
5494,36-160,54-99999,65
5495,36-160,55-376,226
5496,36-160,55-99999,392
5497,36-160,56-99999,7
5498,36-464,10-428,2
5499,36-464,11-47900,47
5500,36-464,21-178,78
5501,36-464,25-148,11
5502,36-464,37-172,73
5503,36-464,37-268,47
5504,36-464,37-450,40
5505,36-464,37-99999,99
5506,36-464,38-99999,52
5507,36-464,39-198,50
5508,36-464,39-212,56
5509,36-464,39-99999,73
5510,36-464,40-416,27
5511,36-464,40-538,27
5512,36-464,40-99999,13
5513,36-464,41-440,58
5514,36-464,41-99999,36
5515,36-464,42-99999,4
5516,36-464,45-16700,21
5517,36-464,45-273,70
5518,36-464,45-99999,97
5519,36-464,46-99999,28
5520,36-464,47-314,20
5521,36-464,47-368,39
5522,36-464,47-400,76
5523,36-464,47-99999,76
5524,36-464,48-12420,9
5525,36-464,48-13140,7
5526,36-464,48-204,3
5527,36-464,48-206,94
5528,36-464,48-238,22
5529,36-464,48-288,74
5530,36-464,48-29700,46
5531,36-464,48-41700,8
5532,36-464,48-99999,141
5533,36-464,49-482,42
5534,36-464,49-99999,1
5535,36-464,50-99999,3
5536,36-464,51-40060,39
5537,36-464,51-545,79
5538,36-464,51-99999,148
5539,36-464,53-500,48
5540,36-464,53-99999,32
5541,36-464,54-99999,57
5542,36-464,55-376,111
5543,36-464,55-99999,145
5544,36-464,56-99999,11
5545,36-99999,09-408,5
5546,36-99999,10-428,34
5547,36-99999,11-47900,72
5548,36-99999,21-178,172
5549,36-99999,25-148,13
5550,36-99999,37-172,206
5551,36-99999,37-268,221
5552,36-99999,37-450,96
5553,36-99999,37-99999,264
5554,36-99999,38-99999,44
5555,36-99999,39-184,264
5556,36-99999,39-198,211
5557,36-99999,39-212,126
5558,36-99999,39-99999,353
5559,36-99999,40-416,49
5560,36-99999,40-538,61
5561,36-99999,40-99999,41
5562,36-99999,41-440,112
5563,36-99999,41-99999,34
5564,36-99999,42-430,189
5565,36-99999,42-99999,97
5566,36-99999,45-16700,89
5567,36-99999,45-273,190
5568,36-99999,45-99999,120
5569,36-99999,46-99999,85
5570,36-99999,47-314,102
5571,36-99999,47-368,79
5572,36-99999,47-400,124
5573,36-99999,47-99999,283
5574,36-99999,48-12420,37
5575,36-99999,48-13140,3
5576,36-99999,48-204,12
5577,36-99999,48-206,231
5578,36-99999,48-238,21
5579,36-99999,48-288,220
5580,36-99999,48-29700,39
5581,36-99999,48-41700,55
5582,36-99999,48-99999,181
5583,36-99999,49-482,81
5584,36-99999,49-99999,14
5585,36-99999,50-99999,14
5586,36-99999,51-40060,96
5587,36-99999,51-545,215
5588,36-99999,51-99999,271
5589,36-99999,53-500,94
5590,36-99999,53-99999,81
5591,36-99999,54-99999,192
5592,36-99999,55-376,219
5593,36-99999,55-99999,374
5594,36-99999,56-99999,14
5595,37-172,09-408,144
5596,37-172,10-428,283
5597,37-172,11-47900,26
5598,37-172,21-178,178
5599,37-172,25-148,67
5600,37-172,38-99999,48
5601,37-172,39-184,333
5602,37-172,39-198,333
5603,37-172,39-212,86
5604,37-172,39-99999,325
5605,37-172,40-416,74
5606,37-172,40-538,83
5607,37-172,40-99999,24
5608,37-172,41-440,161
5609,37-172,41-99999,29
5610,37-172,42-430,189
5611,37-172,42-99999,495
5612,37-172,46-99999,25
5613,37-172,47-368,130
5614,37-172,47-400,186
5615,37-172,47-99999,69
5616,37-172,48-12420,32
5617,37-172,48-13140,22
5618,37-172,48-204,4
5619,37-172,48-206,319
5620,37-172,48-238,28
5621,37-172,48-288,220
5622,37-172,48-29700,90
5623,37-172,48-41700,49
5624,37-172,48-99999,261
5625,37-172,49-482,55
5626,37-172,49-99999,4
5627,37-172,50-99999,42
5628,37-172,51-99999,12
5629,37-172,53-500,65
5630,37-172,53-99999,44
5631,37-172,54-99999,30
5632,37-172,55-376,115
5633,37-172,55-99999,318
5634,37-172,56-99999,15
5635,37-268,09-408,106
5636,37-268,10-428,288
5637,37-268,21-178,141
5638,37-268,25-148,71
5639,37-268,38-99999,17
5640,37-268,39-184,285
5641,37-268,39-198,135
5642,37-268,39-212,73
5643,37-268,39-99999,169
5644,37-268,40-416,46
5645,37-268,40-538,56
5646,37-268,40-99999,50
5647,37-268,41-440,70
5648,37-268,41-99999,20
5649,37-268,42-430,114
5650,37-268,42-99999,646
5651,37-268,46-99999,49
5652,37-268,47-368,173
5653,37-268,47-400,218
5654,37-268,47-99999,90
5655,37-268,48-12420,21
5656,37-268,48-13140,26
5657,37-268,48-204,11
5658,37-268,48-206,282
5659,37-268,48-238,63
5660,37-268,48-288,278
5661,37-268,48-29700,62
5662,37-268,48-41700,91
5663,37-268,48-99999,276
5664,37-268,49-482,76
5665,37-268,49-99999,5
5666,37-268,50-99999,46
5667,37-268,51-99999,2
5668,37-268,53-500,115
5669,37-268,53-99999,41
5670,37-268,54-99999,13
5671,37-268,55-376,125
5672,37-268,55-99999,308
5673,37-268,56-99999,8
5674,37-450,09-408,68
5675,37-450,10-428,166
5676,37-450,21-178,93
5677,37-450,25-148,35
5678,37-450,38-99999,19
5679,37-450,39-184,211
5680,37-450,39-198,128
5681,37-450,39-212,44
5682,37-450,39-99999,260
5683,37-450,40-416,28
5684,37-450,40-538,27
5685,37-450,40-99999,14
5686,37-450,41-440,41
5687,37-450,41-99999,27
5688,37-450,42-430,154
5689,37-450,42-99999,217
5690,37-450,46-99999,30
5691,37-450,47-314,9
5692,37-450,47-368,45
5693,37-450,47-400,98
5694,37-450,47-99999,81
5695,37-450,48-12420,35
5696,37-450,48-13140,18
5697,37-450,48-204,6
5698,37-450,48-206,154
5699,37-450,48-238,26
5700,37-450,48-288,239
5701,37-450,48-29700,33
5702,37-450,48-41700,77
5703,37-450,48-99999,157
5704,37-450,49-482,36
5705,37-450,49-99999,7
5706,37-450,50-99999,34
5707,37-450,53-500,41
5708,37-450,53-99999,37
5709,37-450,54-99999,30
5710,37-450,55-376,126
5711,37-450,55-99999,194
5712,37-450,56-99999,5
5713,37-99999,09-408,162
5714,37-99999,10-428,383
5715,37-99999,11-47900,25
5716,37-99999,21-178,186
5717,37-99999,25-148,103
5718,37-99999,38-99999,80
5719,37-99999,39-184,387
5720,37-99999,39-198,357
5721,37-99999,39-212,114
5722,37-99999,39-99999,318
5723,37-99999,40-416,47
5724,37-99999,40-538,64
5725,37-99999,40-99999,54
5726,37-99999,41-440,105
5727,37-99999,41-99999,42
5728,37-99999,42-430,197
5729,37-99999,42-99999,604
5730,37-99999,45-16700,1
5731,37-99999,45-273,34
5732,37-99999,45-99999,3
5733,37-99999,46-99999,43
5734,37-99999,47-314,90
5735,37-99999,47-368,158
5736,37-99999,47-400,139
5737,37-99999,47-99999,243
5738,37-99999,48-12420,60
5739,37-99999,48-13140,21
5740,37-99999,48-204,7
5741,37-99999,48-206,348
5742,37-99999,48-238,68
5743,37-99999,48-288,330
5744,37-99999,48-29700,135
5745,37-99999,48-41700,72
5746,37-99999,48-99999,388
5747,37-99999,49-482,92
5748,37-99999,49-99999,4
5749,37-99999,50-99999,61
5750,37-99999,51-40060,14
5751,37-99999,51-545,52
5752,37-99999,51-99999,17
5753,37-99999,53-500,109
5754,37-99999,53-99999,43
5755,37-99999,54-99999,98
5756,37-99999,55-376,204
5757,37-99999,55-99999,419
5758,37-99999,56-99999,26
5759,38-99999,09-408,20
5760,38-99999,10-428,36
5761,38-99999,11-47900,8
5762,38-99999,21-178,26
5763,38-99999,25-148,17
5764,38-99999,39-184,71
5765,38-99999,39-198,55
5766,38-99999,39-212,27
5767,38-99999,39-99999,92
5768,38-99999,40-416,102
5769,38-99999,40-538,55
5770,38-99999,40-99999,42
5771,38-99999,41-440,133
5772,38-99999,41-99999,30
5773,38-99999,42-430,30
5774,38-99999,42-99999,113
5775,38-99999,45-16700,15
5776,38-99999,45-273,31
5777,38-99999,45-99999,47
5778,38-99999,46-99999,200
5779,38-99999,47-314,23
5780,38-99999,47-368,33
5781,38-99999,47-400,61
5782,38-99999,47-99999,43
5783,38-99999,48-12420,13
5784,38-99999,48-13140,11
5785,38-99999,48-204,9
5786,38-99999,48-206,102
5787,38-99999,48-238,16
5788,38-99999,48-288,165
5789,38-99999,48-29700,8
5790,38-99999,48-41700,32
5791,38-99999,48-99999,126
5792,38-99999,49-482,68
5793,38-99999,49-99999,19
5794,38-99999,50-99999,12
5795,38-99999,51-40060,21
5796,38-99999,51-545,12
5797,38-99999,51-99999,46
5798,38-99999,53-500,86
5799,38-99999,53-99999,65
5800,38-99999,54-99999,35
5801,38-99999,55-376,170
5802,38-99999,55-99999,343
5803,38-99999,56-99999,203
5804,39-184,09-408,65
5805,39-184,10-428,363
5806,39-184,11-47900,11
5807,39-184,25-148,131
5808,39-184,40-416,86
5809,39-184,40-538,142
5810,39-184,40-99999,96
5811,39-184,41-440,147
5812,39-184,41-99999,63
5813,39-184,42-99999,21
5814,39-184,45-16700,67
5815,39-184,45-273,390
5816,39-184,45-99999,414
5817,39-184,46-99999,70
5818,39-184,47-314,144
5819,39-184,47-368,127
5820,39-184,47-400,258
5821,39-184,47-99999,381
5822,39-184,48-12420,49
5823,39-184,48-13140,40
5824,39-184,48-204,20
5825,39-184,48-206,414
5826,39-184,48-238,81
5827,39-184,48-288,373
5828,39-184,48-29700,166
5829,39-184,48-41700,73
5830,39-184,48-99999,475
5831,39-184,49-482,154
5832,39-184,49-99999,34
5833,39-184,50-99999,151
5834,39-184,51-40060,142
5835,39-184,51-545,241
5836,39-184,51-99999,271
5837,39-184,53-500,118
5838,39-184,53-99999,75
5839,39-184,55-376,456
5840,39-184,55-99999,857
5841,39-184,56-99999,28
5842,39-198,09-408,95
5843,39-198,10-428,247
5844,39-198,11-47900,76
5845,39-198,25-148,30
5846,39-198,40-416,66
5847,39-198,40-538,75
5848,39-198,40-99999,46
5849,39-198,41-440,108
5850,39-198,41-99999,24
5851,39-198,42-99999,178
5852,39-198,45-16700,61
5853,39-198,45-273,139
5854,39-198,45-99999,180
5855,39-198,46-99999,46
5856,39-198,47-314,56
5857,39-198,47-368,115
5858,39-198,47-400,149
5859,39-198,47-99999,301
5860,39-198,48-12420,32
5861,39-198,48-13140,5
5862,39-198,48-204,3
5863,39-198,48-206,241
5864,39-198,48-238,56
5865,39-198,48-288,212
5866,39-198,48-29700,74
5867,39-198,48-41700,81
5868,39-198,48-99999,267
5869,39-198,49-482,71
5870,39-198,49-99999,5
5871,39-198,50-99999,70
5872,39-198,51-40060,102
5873,39-198,51-545,136
5874,39-198,51-99999,166
5875,39-198,53-500,105
5876,39-198,53-99999,49
5877,39-198,54-99999,3
5878,39-198,55-376,252
5879,39-198,55-99999,473
5880,39-198,56-99999,16
5881,39-212,09-408,56
5882,39-212,10-428,100
5883,39-212,11-47900,15
5884,39-212,25-148,15
5885,39-212,40-416,18
5886,39-212,40-538,42
5887,39-212,40-99999,43
5888,39-212,41-440,48
5889,39-212,41-99999,10
5890,39-212,42-99999,231
5891,39-212,45-16700,33
5892,39-212,45-273,71
5893,39-212,45-99999,108
5894,39-212,46-99999,27
5895,39-212,47-368,40
5896,39-212,47-400,18
5897,39-212,47-99999,81
5898,39-212,48-12420,13
5899,39-212,48-13140,6
5900,39-212,48-204,10
5901,39-212,48-206,186
5902,39-212,48-238,44
5903,39-212,48-288,114
5904,39-212,48-29700,26
5905,39-212,48-41700,36
5906,39-212,48-99999,159
5907,39-212,49-482,71
5908,39-212,49-99999,6
5909,39-212,50-99999,50
5910,39-212,51-40060,39
5911,39-212,51-545,122
5912,39-212,51-99999,106
5913,39-212,53-500,44
5914,39-212,53-99999,26
5915,39-212,54-99999,7
5916,39-212,55-376,78
5917,39-212,55-99999,358
5918,39-212,56-99999,6
5919,39-99999,09-408,215
5920,39-99999,10-428,288
5921,39-99999,11-47900,56
5922,39-99999,25-148,73
5923,39-99999,40-416,93
5924,39-99999,40-538,75
5925,39-99999,40-99999,85
5926,39-99999,41-440,102
5927,39-99999,41-99999,36
5928,39-99999,42-99999,309
5929,39-99999,45-16700,96
5930,39-99999,45-273,208
5931,39-99999,45-99999,244
5932,39-99999,46-99999,89
5933,39-99999,47-314,103
5934,39-99999,47-368,115
5935,39-99999,47-400,224
5936,39-99999,47-99999,387
5937,39-99999,48-12420,37
5938,39-99999,48-13140,16
5939,39-99999,48-204,34
5940,39-99999,48-206,460
5941,39-99999,48-238,216
5942,39-99999,48-288,303
5943,39-99999,48-29700,131
5944,39-99999,48-41700,99
5945,39-99999,48-99999,506
5946,39-99999,49-482,112
5947,39-99999,49-99999,6
5948,39-99999,50-99999,74
5949,39-99999,51-40060,111
5950,39-99999,51-545,162
5951,39-99999,51-99999,338
5952,39-99999,53-500,109
5953,39-99999,53-99999,52
5954,39-99999,54-99999,10
5955,39-99999,55-376,174
5956,39-99999,55-99999,623
5957,39-99999,56-99999,38
5958,40-416,09-408,15
5959,40-416,10-428,49
5960,40-416,11-47900,21
5961,40-416,25-148,13
5962,40-416,41-440,49
5963,40-416,41-99999,13
5964,40-416,42-430,56
5965,40-416,42-99999,102
5966,40-416,45-16700,26
5967,40-416,45-273,33
5968,40-416,45-99999,35
5969,40-416,46-99999,39
5970,40-416,47-314,38
5971,40-416,47-368,94
5972,40-416,47-400,61
5973,40-416,47-99999,61
5974,40-416,48-12420,22
5975,40-416,48-13140,32
5976,40-416,48-204,33
5977,40-416,48-238,44
5978,40-416,48-288,561
5979,40-416,48-29700,30
5980,40-416,48-41700,125
5981,40-416,48-99999,254
5982,40-416,49-482,54
5983,40-416,49-99999,13
5984,40-416,50-99999,10
5985,40-416,51-40060,11
5986,40-416,51-545,16
5987,40-416,51-99999,43
5988,40-416,53-500,61
5989,40-416,53-99999,30
5990,40-416,54-99999,31
5991,40-416,55-376,59
5992,40-416,55-99999,94
5993,40-416,56-99999,69
5994,40-538,09-408,22
5995,40-538,10-428,56
5996,40-538,11-47900,10
5997,40-538,25-148,11
5998,40-538,41-440,59
5999,40-538,41-99999,14
6000,40-538,42-430,56
6001,40-538,42-99999,135
6002,40-538,45-16700,15
6003,40-538,45-273,37
6004,40-538,45-99999,65
6005,40-538,46-99999,45
6006,40-538,47-314,36
6007,40-538,47-368,62
6008,40-538,47-400,72
6009,40-538,47-99999,111
6010,40-538,48-12420,75
6011,40-538,48-13140,45
6012,40-538,48-204,39
6013,40-538,48-206,3
6014,40-538,48-238,28
6015,40-538,48-288,747
6016,40-538,48-29700,45
6017,40-538,48-41700,119
6018,40-538,48-99999,538
6019,40-538,49-482,63
6020,40-538,49-99999,7
6021,40-538,50-99999,13
6022,40-538,51-40060,20
6023,40-538,51-545,22
6024,40-538,51-99999,90
6025,40-538,53-500,76
6026,40-538,53-99999,36
6027,40-538,54-99999,45
6028,40-538,55-376,91
6029,40-538,55-99999,175
6030,40-538,56-99999,71
6031,40-99999,09-408,16
6032,40-99999,10-428,49
6033,40-99999,11-47900,6
6034,40-99999,25-148,3
6035,40-99999,41-440,43
6036,40-99999,41-99999,7
6037,40-99999,42-430,31
6038,40-99999,42-99999,122
6039,40-99999,45-16700,11
6040,40-99999,45-273,80
6041,40-99999,45-99999,66
6042,40-99999,46-99999,92
6043,40-99999,47-314,29
